postcode,Technical or Further Educ Inst (incl. TAFE Colleges): Full-time student: Aged 15-24 years,Technical or Further Educ Inst (incl. TAFE Colleges): Full-time student: Aged 25 years and over,Technical or Further Educ Inst (incl. TAFE Colleges): Part-time student: Aged 15-24 years,Technical or Further Educ Inst (incl. TAFE Colleges): Part-time student: Aged 25 years and over,Technical or Further Educ Inst (incl. TAFE Colleges): Full-time/Part-time student status not stated,University or other Tertiary Institution: Full-time student: Aged 15-24 years,University or other Tertiary Institution: Full-time student: Aged 25 years and over,University or other Tertiary Institution: Part-time student: Aged 15-24 years,University or other Tertiary Institution: Part-time student: Aged 25 years and over,University or other Tertiary Institution: Full-time/Part-time student status not stated,Other: Full-time student,Other: Part-time student,Total
"4514, QLD",9,15,17,37,5,43,17,6,46,0,5,32,229
"4515, QLD",4,10,4,11,0,30,12,0,21,0,3,16,122
"4516, QLD",10,13,20,18,0,54,23,14,23,0,10,11,201
"4517, QLD",0,0,3,10,0,11,3,0,3,0,0,4,36
"4518, QLD",14,8,22,34,0,60,19,16,34,0,15,22,242
"4519, QLD",23,6,21,54,0,92,52,16,60,4,19,42,391
"4520, QLD",31,21,44,71,0,374,71,38,162,0,25,53,903
"4521, QLD",6,5,6,31,3,58,22,8,59,0,3,24,220
"4550, QLD",12,8,16,29,0,58,17,13,36,0,10,16,228
"4551, QLD",122,114,176,353,13,738,387,124,513,7,110,269,2926
"4552, QLD",13,17,18,38,0,58,63,16,76,3,7,40,334
"4553, QLD",13,9,33,35,0,81,43,21,57,0,11,32,323
"4554, QLD",0,11,3,9,0,17,14,4,25,0,9,10,104
"4555, QLD",7,18,24,36,0,83,52,15,82,0,17,33,351
"4556, QLD",118,125,145,271,3,1513,608,167,531,10,92,193,3765
"4557, QLD",48,81,84,164,0,421,211,72,211,5,44,91,1433
"4558, QLD",51,83,66,148,0,336,245,53,203,0,58,85,1336
"4559, QLD",10,11,15,45,0,88,40,17,72,0,10,32,335
"4560, QLD",73,90,94,220,3,331,242,80,344,6,74,149,1707
"4561, QLD",9,23,23,43,0,90,50,13,42,0,15,39,355
"4562, QLD",15,20,36,48,0,67,36,15,87,4,10,24,373
"4563, QLD",4,13,37,55,0,58,26,12,60,0,19,40,325
"4564, QLD",25,35,34,84,0,164,96,37,101,5,22,60,651
"4565, QLD",19,18,45,79,5,107,70,20,100,0,38,67,572
"4566, QLD",11,17,15,36,0,81,49,11,72,0,9,39,341
"4567, QLD",15,22,32,71,0,115,78,25,113,0,22,77,565
"4568, QLD",6,11,12,30,0,40,17,9,32,0,9,23,166
"4569, QLD",0,5,0,17,0,8,11,0,13,0,0,9,66
"4570, QLD",63,103,131,247,0,212,160,63,262,0,105,195,1542
"4571, QLD",0,6,0,4,0,4,7,0,7,0,0,0,38
"4572, QLD",11,11,10,27,0,91,62,15,58,0,8,19,311
"4573, QLD",37,60,85,177,0,268,185,54,277,0,34,150,1318
"4574, QLD",0,4,3,12,0,13,11,0,10,0,12,4,70
"4575, QLD",56,50,79,126,0,390,168,69,245,4,39,98,1314
"4580, QLD",0,5,5,25,0,4,15,0,20,0,3,26,113
"4581, QLD",5,3,6,8,0,9,11,7,12,0,0,6,69
"4600, QLD",6,0,0,4,0,5,3,0,0,0,3,3,21
"4601, QLD",4,0,6,3,0,0,0,0,3,0,3,0,27
"4605, QLD",7,9,15,27,0,9,12,8,27,0,6,13,128
"4606, QLD",3,4,10,13,0,5,5,0,15,0,0,7,66
"4608, QLD",0,0,3,11,0,0,0,0,8,0,0,5,30
"4610, QLD",34,24,84,130,6,38,40,16,126,3,18,54,571
"4611, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4612, QLD",4,0,0,5,0,0,0,0,0,0,0,0,9
"4613, QLD",0,0,0,4,0,0,3,0,3,0,0,3,17
"4614, QLD",0,6,3,6,0,0,0,0,3,0,0,4,24
"4615, QLD",9,10,30,54,3,15,14,0,35,0,7,19,188
"4620, QLD",0,0,3,3,0,3,0,0,0,0,0,0,9
"4621, QLD",0,4,6,8,0,0,7,6,3,0,0,0,38
"4625, QLD",5,0,9,12,0,8,3,4,18,0,8,6,70
"4626, QLD",0,0,0,8,0,0,3,0,8,0,4,12,40
"4627, QLD",0,0,0,3,0,0,0,0,8,0,0,0,15
"4630, QLD",3,0,7,5,0,3,0,3,12,0,3,7,52
"4650, QLD",61,74,117,172,4,126,125,51,205,0,71,134,1161
"4655, QLD",98,152,178,359,16,278,295,88,510,5,148,243,2387
"4659, QLD",0,5,9,13,0,9,6,5,20,0,4,18,90
"4660, QLD",13,10,22,32,6,23,16,8,38,0,6,29,195
"4662, QLD",4,0,0,0,0,0,4,0,8,0,0,0,21
"4670, QLD",152,211,240,458,17,541,400,184,660,7,149,352,3369
"4671, QLD",9,9,12,31,0,17,11,5,33,0,7,23,161
"4673, QLD",0,0,3,8,0,0,4,0,4,0,0,0,22
"4674, QLD",0,0,0,3,0,0,3,3,9,0,3,7,36
"4676, QLD",0,0,0,0,0,0,0,0,0,0,0,8,8
"4677, QLD",0,0,11,22,0,5,5,3,37,0,0,28,117
"4678, QLD",0,0,0,4,0,0,0,0,3,0,0,5,22
"4680, QLD",64,78,265,421,9,232,186,162,603,3,87,282,2389
"4694, QLD",0,0,0,0,0,0,0,0,5,0,0,0,5
"4695, QLD",0,0,7,8,0,0,0,3,4,0,0,5,15
"4697, QLD",0,0,0,0,0,0,0,0,0,0,0,3,3
"4699, QLD",0,0,0,5,0,0,3,0,0,0,0,0,11
"4700, QLD",30,22,58,115,0,210,108,96,218,4,30,85,973
"4701, QLD",77,74,193,312,5,616,302,205,501,4,93,217,2599
"4702, QLD",32,45,127,172,6,179,115,75,234,8,52,140,1184
"4703, QLD",26,23,103,112,0,177,87,70,230,3,16,98,949
"4704, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4705, QLD",0,0,0,3,0,0,0,0,0,0,0,0,11
"4706, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4707, QLD",0,0,0,0,0,0,0,0,0,0,0,0,3
"4709, QLD",0,0,3,20,0,3,3,5,26,0,0,9,68
"4710, QLD",9,3,15,23,0,23,18,11,31,0,13,29,165
"4711, QLD",0,0,16,8,0,33,3,9,17,0,0,4,95
"4712, QLD",0,0,0,6,0,0,0,0,0,0,0,0,5
"4713, QLD",0,0,0,0,0,0,0,0,6,0,9,0,23
"4714, QLD",0,4,10,17,0,7,3,4,15,0,7,21,98
"4715, QLD",9,6,28,72,4,12,10,28,75,0,0,29,274
"4716, QLD",0,0,0,8,0,0,0,0,3,0,0,0,21
"4717, QLD",8,0,19,32,0,8,13,12,69,0,11,27,193
"4718, QLD",0,0,13,17,0,6,6,4,24,0,3,4,75
"4719, QLD",0,0,0,7,0,3,0,0,11,0,0,4,32
"4720, QLD",36,17,73,148,0,40,29,35,170,0,20,79,651
"4721, QLD",3,3,9,28,0,0,13,4,33,0,8,11,114
"4722, QLD",0,0,6,8,0,0,0,3,13,0,0,10,40
"4723, QLD",0,0,4,10,0,0,0,5,8,0,0,4,32
"4724, QLD",0,0,3,3,0,0,0,0,9,0,0,0,12
"4725, QLD",0,0,4,7,0,6,6,8,8,0,0,8,44
"4726, QLD",0,0,0,0,0,0,0,0,0,0,0,0,10
"4727, QLD",0,0,0,0,0,0,0,0,0,0,4,0,3
"4728, QLD",0,0,0,0,0,0,0,0,0,0,0,0,4
"4730, QLD",25,5,12,20,7,15,14,10,38,0,6,15,161
"4731, QLD",0,0,0,0,0,0,0,0,0,0,0,0,9
"4732, QLD",0,0,0,0,0,0,0,0,0,0,0,0,5
"4733, QLD",0,0,0,0,0,4,0,0,0,0,0,0,4
"4735, QLD",0,0,4,4,0,0,5,0,11,0,0,5,35
"4736, QLD",0,0,0,0,0,0,0,0,0,0,0,0,7
"4737, QLD",0,13,29,44,0,34,20,21,54,3,8,45,270
"4738, QLD",0,0,0,0,0,3,0,0,6,0,0,3,22
"4739, QLD",0,0,0,0,0,0,0,0,0,0,0,0,5
"4740, QLD",112,118,318,519,16,662,368,272,880,10,98,383,3760
"4741, QLD",9,7,24,28,0,29,19,14,53,0,3,24,214
"4742, QLD",0,6,0,12,0,0,0,0,13,0,0,9,41
"4743, QLD",0,0,0,7,0,0,4,0,6,0,0,3,29
"4744, QLD",11,10,41,98,0,18,23,17,143,3,10,57,417
"4745, QLD",3,6,7,23,0,4,12,7,19,0,8,15,93
"4746, QLD",0,0,3,22,0,5,7,7,38,0,0,16,95
"4750, QLD",8,5,22,41,0,34,27,20,68,0,6,38,269
"4751, QLD",7,6,16,27,0,37,11,13,47,0,5,18,178
"4753, QLD",4,0,13,37,0,33,14,15,29,0,0,22,169
"4754, QLD",0,3,7,12,0,10,3,5,16,0,4,10,74
"4756, QLD",0,0,0,0,0,0,0,0,0,0,0,5,13
"4757, QLD",0,4,0,3,0,0,0,0,0,0,0,0,9
"4798, QLD",0,0,0,0,0,3,0,0,3,0,0,0,12
"4799, QLD",0,0,3,0,0,4,0,0,3,0,0,5,12
"4800, QLD",3,14,38,66,4,19,18,12,43,4,8,37,277
"4801, QLD",8,3,3,3,0,7,3,0,0,0,6,6,38
"4802, QLD",20,20,31,89,0,32,35,11,98,0,15,75,425
"4803, QLD",3,7,10,21,0,14,13,4,16,0,0,13,115
"4804, QLD",0,0,4,6,0,0,0,6,7,0,0,5,34
"4805, QLD",14,16,24,75,0,12,23,11,58,0,7,38,278
"4806, QLD",8,3,15,12,0,13,8,10,29,0,0,14,111
"4807, QLD",10,10,34,46,7,42,17,20,51,0,9,25,263
"4808, QLD",0,0,7,3,0,3,0,4,6,0,4,3,33
"4809, QLD",0,6,11,3,0,9,0,0,4,0,0,0,36
"4810, QLD",61,80,66,167,0,433,324,75,425,6,127,105,1873
"4811, QLD",33,34,41,70,0,300,98,57,184,0,35,54,906
"4812, QLD",60,68,55,134,4,379,216,45,266,3,44,101,1375
"4814, QLD",139,188,157,308,4,3034,694,176,617,18,105,200,5644
"4815, QLD",59,59,79,154,5,338,167,57,209,4,50,116,1284
"4816, QLD",5,10,23,28,0,50,31,8,58,0,14,35,258
"4817, QLD",92,97,113,242,10,671,231,101,378,0,68,144,2146
"4818, QLD",75,68,117,223,3,349,176,86,354,3,36,160,1649
"4819, QLD",0,0,4,9,0,11,19,0,25,0,3,11,88
"4820, QLD",11,16,28,64,0,20,24,6,62,5,14,42,297
"4821, QLD",0,0,3,4,0,0,3,0,6,0,0,7,23
"4822, QLD",0,0,3,7,0,0,0,0,0,0,0,4,22
"4823, QLD",0,0,3,3,0,4,7,0,20,0,0,3,41
"4824, QLD",5,4,10,29,0,7,0,8,44,0,0,13,108
"4828, QLD",0,0,0,0,0,0,0,0,4,0,0,0,3
"4829, QLD",0,0,0,0,0,0,0,0,0,0,0,5,13
"4830, QLD",0,0,0,7,0,0,0,0,11,0,0,0,17
"4849, QLD",0,0,0,4,0,0,3,0,4,0,0,4,26
"4850, QLD",8,9,23,46,3,31,24,21,40,0,9,32,253
"4852, QLD",0,15,4,13,0,0,19,8,24,0,15,22,113
"4854, QLD",11,3,21,21,3,11,13,3,29,0,9,10,135
"4855, QLD",0,0,5,5,0,3,0,0,3,0,0,0,18
"4856, QLD",0,0,5,4,0,6,0,0,6,0,0,0,22
"4858, QLD",0,3,0,8,0,0,0,0,10,0,0,6,32
"4859, QLD",0,0,0,4,0,0,0,0,3,0,0,0,14
"4860, QLD",8,21,33,58,3,38,29,12,73,0,20,44,343
"4861, QLD",6,5,6,9,0,3,11,0,0,0,0,8,48
"4865, QLD",11,31,29,37,0,57,28,24,71,0,12,36,339
"4868, QLD",39,67,59,162,9,188,121,50,194,4,39,133,1066
"4869, QLD",48,53,82,134,3,136,98,40,192,3,33,95,913
"4870, QLD",180,389,230,576,18,699,595,177,936,15,235,414,4464
"4871, QLD",3,22,17,50,0,23,18,20,56,0,9,29,247
"4872, QLD",0,10,7,13,0,6,9,8,16,0,12,19,94
"4873, QLD",3,15,9,33,0,18,23,10,39,0,9,26,175
"4874, QLD",0,4,13,36,4,3,25,11,63,0,7,19,179
"4875, QLD",15,25,18,49,3,9,20,5,47,0,6,14,223
"4876, QLD",4,15,4,19,3,4,6,0,15,0,11,19,103
"4877, QLD",7,16,6,43,0,34,34,6,58,0,13,35,256
"4878, QLD",18,52,44,93,0,405,211,37,180,0,14,74,1140
"4879, QLD",27,49,57,157,0,251,222,42,276,7,51,105,1239
"4880, QLD",8,20,21,65,0,61,32,16,70,0,18,53,369
"4881, QLD",3,5,4,26,0,17,25,3,52,0,12,16,163
"4882, QLD",0,0,0,14,0,9,4,0,20,0,0,9,65
"4883, QLD",13,11,31,42,0,30,22,10,63,0,16,38,275
"4884, QLD",0,0,0,7,0,5,3,0,18,0,0,10,47
"4885, QLD",4,4,13,18,0,10,10,7,24,0,4,11,101
"4886, QLD",0,0,3,3,0,4,4,0,0,0,0,3,15
"4887, QLD",3,4,12,13,0,3,4,4,9,0,4,10,69
"4888, QLD",3,3,9,11,0,4,11,0,12,0,0,13,73
"4890, QLD",4,3,0,9,0,6,0,0,5,0,0,0,30
"4891, QLD",0,0,0,7,0,0,0,0,4,0,0,0,14
"4892, QLD",3,0,4,19,0,5,9,3,30,0,9,14,98
"4895, QLD",10,4,14,31,0,8,5,0,20,0,14,15,124
"5000, SA",152,146,34,118,5,3186,990,101,323,14,119,100,5296
"5005, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5006, SA",31,23,15,41,0,1171,260,32,108,5,17,30,1731
"5007, SA",39,50,13,78,0,370,183,30,136,4,37,41,974
"5008, SA",86,92,32,128,0,537,230,55,171,6,64,68,1473
"5009, SA",23,33,13,41,0,172,60,15,47,3,16,20,448
"5010, SA",45,60,19,51,0,217,71,10,46,0,36,30,583
"5011, SA",42,55,30,95,4,372,128,36,138,4,38,64,1007
"5012, SA",86,95,32,112,0,436,154,31,88,0,66,74,1165
"5013, SA",45,62,35,97,3,248,72,27,71,7,35,50,743
"5014, SA",35,48,34,104,6,230,91,25,133,0,21,43,761
"5015, SA",15,29,19,47,0,72,47,13,76,0,21,24,362
"5016, SA",25,34,34,70,0,143,51,20,100,0,11,36,533
"5017, SA",14,23,15,40,0,52,22,10,36,0,9,21,245
"5018, SA",18,9,22,40,0,117,26,13,44,3,4,25,327
"5019, SA",22,23,29,75,0,151,73,27,105,0,16,43,565
"5020, SA",0,11,9,21,0,62,11,8,17,0,3,6,154
"5021, SA",19,11,15,26,0,119,36,19,30,0,6,19,309
"5022, SA",40,32,41,90,3,419,119,44,186,9,15,70,1073
"5023, SA",57,84,54,144,7,394,151,49,137,3,28,85,1187
"5024, SA",40,33,47,85,0,397,99,40,140,0,26,52,964
"5025, SA",22,26,24,57,4,244,59,27,66,0,19,29,568
"5031, SA",42,65,34,72,0,593,307,55,177,3,31,43,1421
"5032, SA",52,85,45,98,3,471,197,39,119,4,42,64,1213
"5033, SA",44,69,26,79,0,374,177,33,104,0,32,52,999
"5034, SA",29,41,15,69,0,503,231,51,154,0,29,41,1157
"5035, SA",29,46,21,60,0,296,141,19,113,0,23,35,783
"5037, SA",57,53,34,90,0,547,240,50,112,4,43,51,1283
"5038, SA",70,90,33,138,0,598,365,59,202,5,62,95,1733
"5039, SA",35,53,38,76,0,339,144,29,121,3,30,51,907
"5040, SA",5,13,8,19,0,71,13,10,19,0,4,12,164
"5041, SA",29,33,28,95,0,537,170,48,203,7,24,52,1220
"5042, SA",42,50,39,84,0,849,532,45,143,3,48,61,1903
"5043, SA",78,114,54,152,0,755,435,72,217,3,63,88,2030
"5044, SA",24,24,42,67,0,343,103,45,109,0,10,49,819
"5045, SA",37,57,53,125,4,491,187,66,189,5,24,70,1315
"5046, SA",37,39,35,69,0,355,188,30,125,0,27,26,924
"5047, SA",35,56,23,75,6,320,223,23,101,0,39,34,922
"5048, SA",34,48,45,110,0,367,150,41,178,3,30,50,1067
"5049, SA",21,30,34,75,0,237,116,19,113,0,9,44,704
"5050, SA",11,12,11,37,0,197,89,26,86,0,9,26,509
"5051, SA",40,22,46,94,0,435,145,53,191,3,21,55,1110
"5052, SA",17,10,20,56,0,215,71,20,111,0,4,18,542
"5061, SA",21,37,11,66,0,468,183,48,148,0,14,45,1037
"5062, SA",37,36,28,88,0,635,195,54,217,6,17,57,1371
"5063, SA",36,47,15,96,0,553,261,45,208,3,24,65,1361
"5064, SA",8,33,16,64,0,443,103,39,128,0,10,31,867
"5065, SA",16,40,15,67,6,442,181,29,135,8,13,41,1001
"5066, SA",22,35,23,54,0,551,140,61,131,0,27,43,1086
"5067, SA",28,43,6,84,0,489,273,36,187,4,30,50,1228
"5068, SA",39,65,35,72,3,603,239,50,166,0,29,50,1342
"5069, SA",12,30,17,56,0,426,179,41,128,0,15,32,946
"5070, SA",51,77,40,102,0,665,287,48,193,4,37,74,1571
"5072, SA",44,53,30,103,0,528,231,51,164,8,32,60,1305
"5073, SA",56,73,48,108,3,595,214,45,159,0,34,48,1387
"5074, SA",50,55,37,112,5,390,171,38,128,0,24,72,1084
"5075, SA",35,37,39,77,0,351,126,34,98,0,21,46,865
"5076, SA",27,18,34,64,0,314,72,45,102,0,10,37,727
"5081, SA",26,22,18,46,6,460,150,33,128,5,27,47,953
"5082, SA",62,78,47,123,0,713,245,79,213,4,38,60,1652
"5083, SA",10,30,22,69,0,275,109,44,119,0,14,44,740
"5084, SA",70,117,40,111,3,340,171,28,64,5,65,75,1086
"5085, SA",95,145,52,223,0,543,261,58,227,4,74,108,1788
"5086, SA",84,122,47,150,5,523,231,48,205,3,59,85,1556
"5087, SA",48,67,36,114,0,417,248,19,132,0,48,58,1190
"5088, SA",13,24,6,25,0,48,35,6,33,0,7,24,234
"5089, SA",12,11,25,46,0,162,41,29,65,0,9,29,444
"5090, SA",27,30,21,72,3,145,55,14,62,0,16,23,473
"5091, SA",25,11,33,70,0,145,50,27,74,0,13,38,476
"5092, SA",80,68,70,138,0,441,211,38,183,4,59,74,1365
"5093, SA",51,43,29,75,3,183,78,29,96,3,24,41,650
"5094, SA",11,9,3,8,0,27,17,4,0,0,3,5,86
"5095, SA",92,128,69,188,4,906,399,74,262,6,93,125,2341
"5096, SA",44,55,59,125,3,289,88,30,102,0,40,68,892
"5097, SA",43,40,62,109,3,247,76,31,132,0,20,67,843
"5098, SA",31,41,44,105,0,223,129,27,100,0,36,63,808
"5106, SA",14,27,0,0,0,3,4,0,0,0,73,0,116
"5107, SA",77,116,49,133,4,390,163,42,90,5,64,113,1253
"5108, SA",206,341,163,399,7,670,256,88,182,4,187,216,2715
"5109, SA",83,110,88,176,3,342,110,43,141,0,69,100,1264
"5110, SA",31,29,26,82,0,148,51,22,42,0,29,52,515
"5111, SA",0,0,0,3,0,0,0,0,5,0,4,5,23
"5112, SA",95,185,84,183,9,227,101,41,123,3,84,97,1235
"5113, SA",115,130,78,163,9,135,99,26,52,5,137,111,1059
"5114, SA",172,162,158,359,5,518,183,77,243,0,114,186,2171
"5115, SA",54,62,51,118,0,124,76,21,94,3,36,61,703
"5116, SA",41,30,53,79,0,110,52,27,78,0,23,41,533
"5117, SA",10,3,18,19,0,48,4,7,13,0,5,10,131
"5118, SA",49,37,97,171,5,285,80,56,129,0,24,62,996
"5120, SA",3,5,0,4,0,43,6,4,8,0,0,6,85
"5121, SA",8,8,7,11,0,23,4,4,5,0,5,5,77
"5125, SA",62,45,88,157,0,474,106,88,167,4,26,72,1292
"5126, SA",20,14,32,60,0,123,38,19,62,0,7,48,430
"5127, SA",28,27,43,54,0,201,44,27,74,0,12,31,554
"5131, SA",0,0,7,13,0,31,9,4,15,0,0,9,84
"5132, SA",0,0,0,0,0,7,0,0,3,0,0,3,23
"5133, SA",0,0,0,0,0,12,0,4,0,0,0,0,19
"5134, SA",0,0,0,4,0,5,0,0,4,0,0,0,24
"5136, SA",0,0,0,4,0,13,8,4,8,0,0,4,34
"5137, SA",0,4,5,0,0,23,3,3,7,0,0,3,50
"5138, SA",0,0,0,0,0,10,0,6,9,0,0,0,23
"5139, SA",0,0,0,0,0,4,0,0,4,0,0,0,11
"5140, SA",0,0,3,0,0,11,3,0,4,0,0,3,28
"5141, SA",0,4,9,3,0,26,0,0,8,0,0,3,54
"5142, SA",0,0,3,0,0,6,4,0,6,0,0,0,22
"5144, SA",3,0,0,0,0,9,0,0,9,0,4,0,24
"5150, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5151, SA",3,0,3,4,0,9,3,0,4,0,0,0,32
"5152, SA",7,5,15,34,0,174,48,19,74,3,4,23,420
"5153, SA",14,9,36,50,0,144,40,24,83,0,13,24,451
"5154, SA",3,8,12,12,0,88,33,10,50,0,4,16,223
"5155, SA",8,7,11,44,0,80,35,14,63,0,5,22,283
"5156, SA",4,3,7,3,0,17,8,7,8,0,0,0,56
"5157, SA",8,0,13,16,0,70,7,8,26,0,4,16,171
"5158, SA",72,60,105,196,4,560,187,59,286,4,35,93,1665
"5159, SA",75,70,147,241,0,833,238,113,353,6,40,128,2245
"5160, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5161, SA",35,22,58,64,0,144,81,20,86,0,22,42,571
"5162, SA",99,124,152,265,0,564,219,95,271,7,66,169,2032
"5163, SA",44,42,61,117,6,170,95,34,104,0,40,79,786
"5164, SA",24,20,16,42,3,52,33,9,29,0,19,24,281
"5165, SA",15,18,29,35,0,69,44,15,42,0,8,37,321
"5166, SA",10,12,8,13,0,15,9,4,9,0,5,7,80
"5167, SA",21,21,28,51,0,92,33,10,48,0,9,24,342
"5168, SA",19,22,15,49,0,57,32,8,43,0,9,22,278
"5169, SA",61,61,74,156,5,213,103,27,125,0,33,83,952
"5170, SA",0,7,0,8,0,19,16,0,9,0,0,3,65
"5171, SA",16,5,26,30,0,104,24,16,37,0,6,17,287
"5172, SA",4,6,18,26,0,61,19,9,33,0,0,10,202
"5173, SA",40,40,48,96,3,114,67,23,97,0,24,60,615
"5174, SA",3,8,16,24,0,25,15,6,20,0,8,14,136
"5201, SA",4,6,15,11,0,28,14,7,14,0,5,4,116
"5202, SA",0,0,0,5,0,0,5,0,4,0,0,0,16
"5203, SA",0,0,3,5,0,5,0,0,8,0,5,3,39
"5204, SA",4,4,10,20,0,10,5,0,12,0,4,8,84
"5210, SA",4,3,5,11,0,14,4,6,13,0,3,4,70
"5211, SA",15,36,33,91,7,60,56,10,75,0,18,38,449
"5212, SA",0,4,5,3,0,15,4,0,15,0,0,4,60
"5213, SA",0,4,3,6,0,7,7,3,9,0,0,3,48
"5214, SA",12,16,27,50,0,32,29,3,46,0,9,23,257
"5220, SA",0,0,0,3,0,0,0,0,0,0,0,0,3
"5221, SA",0,0,0,0,0,0,0,0,5,0,0,0,4
"5222, SA",0,0,0,4,0,0,3,0,3,0,0,0,11
"5223, SA",0,3,12,15,0,4,10,3,12,0,0,14,73
"5231, SA",0,3,10,15,0,16,4,4,10,0,0,3,67
"5232, SA",0,0,4,0,0,21,0,0,0,0,0,0,35
"5233, SA",0,0,10,12,0,28,9,10,9,0,3,7,84
"5234, SA",0,0,9,9,0,16,4,0,10,0,0,3,63
"5235, SA",3,7,15,11,0,16,6,0,15,0,3,11,90
"5236, SA",0,0,0,6,0,10,0,0,0,0,0,0,10
"5237, SA",0,0,0,3,0,0,0,0,0,0,0,0,11
"5238, SA",7,3,14,30,0,20,5,0,10,0,0,12,106
"5240, SA",5,0,6,0,0,9,5,0,7,0,0,0,25
"5241, SA",7,9,16,18,0,30,10,3,17,0,0,4,122
"5242, SA",3,5,10,14,0,28,12,5,23,0,0,5,94
"5243, SA",4,0,0,3,0,24,3,0,11,0,0,4,45
"5244, SA",12,3,17,18,0,67,14,3,32,0,7,14,199
"5245, SA",5,3,13,17,0,53,19,9,31,0,3,11,166
"5250, SA",10,8,14,30,0,76,14,7,44,0,6,11,223
"5251, SA",60,54,73,122,0,262,123,43,149,0,31,59,970
"5252, SA",17,12,38,60,4,94,42,10,72,3,0,30,382
"5253, SA",52,46,82,130,0,136,56,25,86,3,40,60,727
"5254, SA",4,0,5,14,0,16,3,3,17,0,3,9,73
"5255, SA",24,24,40,60,0,80,28,16,56,3,12,20,370
"5256, SA",4,0,5,8,0,3,0,0,4,0,0,6,38
"5259, SA",0,5,3,0,0,9,0,0,10,0,3,4,32
"5260, SA",0,0,3,9,0,3,0,0,5,0,4,8,36
"5261, SA",0,0,0,0,0,3,0,0,0,0,0,0,4
"5262, SA",0,0,0,4,0,0,0,0,0,0,0,0,11
"5263, SA",0,0,0,0,0,0,0,0,0,0,0,0,6
"5264, SA",0,0,6,7,0,5,0,0,4,0,6,9,36
"5265, SA",0,0,0,3,0,0,3,0,0,0,0,0,9
"5266, SA",0,0,0,0,0,0,0,0,4,0,0,0,10
"5267, SA",0,0,11,14,0,3,3,4,8,0,0,7,51
"5268, SA",7,10,21,26,0,16,5,5,10,0,3,5,101
"5269, SA",0,0,0,4,0,0,0,0,0,0,0,0,3
"5270, SA",0,0,0,3,0,0,0,0,3,0,0,4,12
"5271, SA",5,15,18,45,0,16,11,11,32,0,6,36,198
"5272, SA",0,0,0,8,0,3,0,0,5,0,0,3,22
"5273, SA",0,0,0,0,0,0,0,0,4,0,0,0,3
"5275, SA",6,4,9,9,0,10,5,0,3,0,0,12,49
"5276, SA",0,0,5,4,0,3,5,0,9,0,0,3,28
"5277, SA",3,8,17,11,0,10,6,5,16,0,3,6,89
"5278, SA",0,0,8,5,0,0,0,0,6,0,0,5,20
"5279, SA",0,0,0,9,0,0,0,0,0,0,0,0,18
"5280, SA",27,10,47,44,3,20,23,3,27,0,0,24,232
"5290, SA",69,106,130,184,4,172,88,28,175,0,45,106,1099
"5291, SA",10,8,64,56,0,37,23,8,52,0,10,30,301
"5301, SA",0,0,0,0,0,0,0,0,4,0,0,5,10
"5302, SA",0,0,3,0,0,0,0,0,0,0,4,0,16
"5303, SA",0,0,0,4,0,0,0,0,0,0,0,0,5
"5304, SA",0,4,0,0,0,0,0,0,0,0,3,0,13
"5306, SA",0,0,0,0,0,0,0,0,0,0,0,0,4
"5307, SA",0,0,4,8,0,0,0,0,0,0,0,5,18
"5308, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5309, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5310, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5311, SA",0,0,0,0,0,0,0,0,0,0,0,0,4
"5320, SA",0,0,0,0,0,0,4,0,0,0,0,0,12
"5321, SA",0,0,0,0,0,0,0,0,0,0,0,0,3
"5322, SA",5,4,0,5,0,5,0,0,3,0,0,4,27
"5330, SA",3,7,14,22,0,9,8,0,14,0,7,8,94
"5331, SA",0,3,0,0,0,0,0,0,0,0,0,0,9
"5332, SA",0,0,0,3,0,0,0,0,0,0,0,0,6
"5333, SA",6,8,26,43,0,18,11,6,25,0,8,18,166
"5340, SA",0,4,7,10,0,9,0,0,3,0,0,5,42
"5341, SA",17,18,24,51,0,23,21,3,18,0,10,30,223
"5342, SA",0,0,6,7,0,5,5,0,8,0,4,0,32
"5343, SA",20,14,18,28,0,18,13,0,32,0,3,20,166
"5344, SA",0,0,3,6,0,10,0,0,0,0,4,8,33
"5345, SA",3,12,13,23,0,9,10,0,13,0,0,7,105
"5346, SA",0,0,0,3,0,0,0,0,0,0,0,0,9
"5350, SA",3,0,3,7,0,8,0,0,3,0,0,0,21
"5351, SA",13,12,32,35,0,67,24,16,51,0,4,16,267
"5352, SA",5,9,14,33,0,36,11,8,44,0,3,26,202
"5353, SA",9,0,26,25,0,24,13,0,22,0,6,11,132
"5354, SA",0,0,0,0,0,0,0,0,0,0,0,4,7
"5355, SA",16,16,26,66,5,33,8,6,48,4,14,25,253
"5356, SA",0,0,0,8,0,0,0,0,3,0,0,4,20
"5357, SA",0,0,3,0,0,0,0,0,0,0,0,0,3
